Date,ha_open,ha_high,ha_low,ha_close,volume
2005-09-14 09:15:00,16.309375,17.25,16.0,16.4671875,467200.0
2005-09-15 09:15:00,16.38828125,17.25,16.0,16.59312512,279400.0
2005-09-16 09:15:00,16.49070318,17.71875,16.49070318,17.3921875,648400.0
2005-09-19 09:15:00,16.94144534,18.725,16.94144534,18.1453125,1586680.0
2005-09-20 09:15:00,17.54337892,19.92499925,17.54337892,19.26875025,2546144.0
2005-09-21 09:15:00,18.40606458,21.2124995,18.40606458,20.48124975,3560268.0
2005-09-22 09:15:00,19.44365716,25.0,19.44365716,22.55624962,8424440.0
2005-09-23 09:15:00,20.99995339,24.5,20.99995339,23.31874988,3715664.0
2005-09-26 09:15:00,22.15935164,23.875,22.15935164,23.25624988,2097788.0
2005-09-27 09:15:00,22.70780076,23.70000075,21.875,22.765625,2047336.0
2005-09-28 09:15:00,22.73671288,22.73671288,21.26250075,21.859375,868832.0
2005-09-29 09:15:00,22.29804394,22.29804394,21.2250005,21.54375038,949924.0
2005-09-30 09:15:00,21.92089716,21.95000075,20.5,21.32187556,675772.0
2005-10-03 09:15:00,21.62138636,21.62138636,20.1000005,20.67187506,711256.0
2005-10-04 09:15:00,21.14663071,21.14663071,19.5375005,20.07500031,1359876.0
2005-10-05 09:15:00,20.61081551,20.61081551,19.5249995,19.84687512,1231660.0
2005-10-06 09:15:00,20.22884532,20.22884532,19.25,19.58125019,622504.0
2005-10-07 09:15:00,19.90504776,19.90504776,19.25,19.51875025,482808.0
2005-10-10 09:15:00,19.711899,19.75,18.9750005,19.35312512,276616.0
2005-10-11 09:15:00,19.53251206,19.53251206,18.5,18.94687512,302000.0
2005-10-13 09:15:00,19.23969359,19.23969359,18.1000005,18.40312531,367696.0
2005-10-14 09:15:00,18.82140945,18.82140945,17.7749995,18.10312506,374768.0
2005-10-17 09:15:00,18.46226726,18.46226726,17.625,18.01250038,281388.0
2005-10-18 09:15:00,18.23738382,19.17499925,17.75,18.328125,945100.0
2005-10-19 09:15:00,18.28275441,18.98749925,17.5874995,18.29999969,883292.0
2005-10-20 09:15:00,18.29137705,18.75,17.7250005,18.24375012,484644.0
2005-10-21 09:15:00,18.26756358,18.48749925,17.75,18.12812469,325948.0
2005-10-24 09:15:00,18.19784414,18.70000075,18.07500075,18.33437538,198836.0
2005-10-25 09:15:00,18.26610976,18.26610976,18.0,18.09375,119520.0
2005-10-26 09:15:00,18.17992988,18.20000075,17.5249995,17.89062544,194320.0
2005-10-27 09:15:00,18.03527766,18.03527766,17.5249995,17.68437525,161020.0
2005-10-28 09:15:00,17.85982646,17.85982646,17.2749995,17.54062512,382532.0
2005-10-31 09:15:00,17.70022579,18.25,17.5,17.875,374292.0
2005-11-01 09:15:00,17.7876129,18.75,17.7876129,18.47499994,137240.0
2005-11-02 09:15:00,18.13130642,18.92499925,18.13130642,18.62187531,582440.0
2005-11-07 09:15:00,18.37659086,20.1000005,18.2749995,19.20000031,773588.0
2005-11-08 09:15:00,18.78829558,20.1000005,18.78829558,19.51875019,1001596.0
2005-11-09 09:15:00,19.15352288,19.625,18.0625,18.84687519,677564.0
2005-11-10 09:15:00,19.00019904,19.00019904,18.20000075,18.4843755,740920.0
2005-11-11 09:15:00,18.74228727,18.75,18.26250075,18.48125025,393260.0
2005-11-14 09:15:00,18.61176876,18.8999995,18.51250075,18.76875019,387744.0
2005-11-16 09:15:00,18.69025948,19.25,18.625,18.89375019,350184.0
2005-11-17 09:15:00,18.79200484,19.375,18.75,18.984375,359224.0
2005-11-18 09:15:00,18.88818992,18.88818992,18.625,18.77812481,224408.0
2005-11-21 09:15:00,18.83315736,18.83315736,18.4375,18.63437506,352312.0
2005-11-22 09:15:00,18.73376621,18.73376621,18.13750075,18.40000012,189480.0
2005-11-23 09:15:00,18.56688316,18.625,18.29999925,18.45624969,158176.0
2005-11-24 09:15:00,18.51156642,18.79999925,18.125,18.43124962,273824.0
2005-11-25 09:15:00,18.47140802,18.875,18.47140802,18.75,151024.0
2005-11-28 09:15:00,18.61070401,19.75,18.61070401,19.36562488,568936.0
2005-11-29 09:15:00,18.98816444,19.25,18.6499995,19.03437519,152996.0
2005-11-30 09:15:00,19.01126982,19.20000075,18.7250005,18.95625025,217732.0
2005-12-01 09:15:00,18.98376004,18.98376004,18.5375005,18.78437469,115220.0
2005-12-02 09:15:00,18.88406736,18.88750075,18.57500075,18.68125056,145396.0
2005-12-05 09:15:00,18.78265896,19.125,18.5,18.76249981,144164.0
2005-12-06 09:15:00,18.77257938,19.0,18.5,18.70000031,307520.0
2005-12-07 09:15:00,18.73628984,18.92499925,18.625,18.78437469,73476.0
2005-12-08 09:15:00,18.76033226,19.25,18.75,19.03749988,139476.0
2005-12-09 09:15:00,18.89891607,19.92499925,18.89891607,19.33124969,822104.0
2005-12-12 09:15:00,19.11508288,20.7250005,19.11508288,20.01875025,1382772.0
2005-12-13 09:15:00,19.56691656,21.2250005,19.56691656,20.56250006,2111588.0
2005-12-14 09:15:00,20.06470831,21.6000005,20.06470831,21.11562544,992760.0
2005-12-15 09:15:00,20.59016688,21.23749925,20.2875005,20.63437512,334716.0
2005-12-16 09:15:00,20.612271,20.6625005,20.25,20.51874975,227016.0
2005-12-19 09:15:00,20.56551038,21.0,20.5249995,20.70624962,461636.0
2005-12-20 09:15:00,20.63588,20.9375,20.625,20.828125,323780.0
2005-12-21 09:15:00,20.7320025,21.04999925,20.2749995,20.61874956,176232.0
2005-12-22 09:15:00,20.67537603,21.29999925,20.4125005,20.69687462,712408.0
2005-12-23 09:15:00,20.68612532,21.125,20.625,20.86562488,645836.0
2005-12-26 09:15:00,20.7758751,21.5,20.625,21.10312512,309024.0
2005-12-27 09:15:00,20.93950011,20.93950011,20.2749995,20.49999944,128296.0
2005-12-28 09:15:00,20.71974978,21.125,20.625,20.80000019,223676.0
2005-12-29 09:15:00,20.75987498,21.25,20.75987498,20.96875,83948.0
2005-12-30 09:15:00,20.86431249,21.0,20.25,20.62187481,257992.0
2006-01-02 09:15:00,20.74309365,21.5,20.5625,21.03437469,460692.0
2006-01-03 09:15:00,20.88873417,22.17499925,20.88873417,21.69374994,790048.0
2006-01-04 09:15:00,21.29124206,22.75,21.29124206,22.02812481,484956.0
2006-01-05 09:15:00,21.65968344,22.25,21.57500075,21.83125019,462720.0
2006-01-06 09:15:00,21.74546682,22.11249925,21.5375005,21.80312494,247876.0
2006-01-09 09:15:00,21.77429588,23.0,21.77429588,22.40000012,887080.0
2006-01-10 09:15:00,22.087148,22.67499925,22.0249995,22.35624931,371392.0
2006-01-12 09:15:00,22.22169866,22.5,22.0625,22.26875025,321264.0
