Date,ha_open,ha_high,ha_low,ha_close,volume
2007-07-24 09:15:00,134.575005,136.5,133.14999,134.7,2056143.0
2007-07-25 09:15:00,134.6375025,135.0,125.0,130.9000025,5573355.0
2007-07-26 09:15:00,132.7687525,132.7687525,124.05,126.8749975,4590515.0
2007-07-27 09:15:00,129.821875,129.821875,120.1,124.4375,5920130.0
2007-07-30 09:15:00,127.1296875,132.75,121.1,127.2750025,5033386.0
2007-07-31 09:15:00,127.202345,132.5,127.202345,130.5874975,3703055.0
2007-08-01 09:15:00,128.8949212,130.89999,125.15,128.749995,4117743.0
2007-08-02 09:15:00,128.8224581,135.64999,127.55,130.7374975,0.0
2007-08-03 09:15:00,129.7799778,132.0,128.0,129.7374975,4305570.0
2007-08-06 09:15:00,129.7587376,129.7587376,124.6,126.725,4243577.0
2007-08-07 09:15:00,128.2418688,130.85001,125.0,126.9375025,2286936.0
2007-08-08 09:15:00,127.5896856,130.0,126.35,128.0625,2160475.0
2007-08-09 09:15:00,127.8260928,132.0,125.65,128.7125,5383855.0
2007-08-10 09:15:00,128.2692964,128.89999,121.1,125.4249975,3800413.0
2007-08-13 09:15:00,126.847147,132.7,126.847147,129.4374975,4531169.0
2007-08-14 09:15:00,128.1423222,131.39999,128.10001,129.9124975,4069837.0
2007-08-16 09:15:00,129.0274098,130.2,124.1,127.5125,5811440.0
2007-08-17 09:15:00,128.2699549,129.89999,123.3,126.3999975,6641644.0
2007-08-20 09:15:00,127.3349762,131.5,124.0,126.825,6304275.0
2007-08-21 09:15:00,127.0799881,129.5,126.1,127.3875,4481706.0
2007-08-22 09:15:00,127.233744,132.0,126.95,129.7875,10507109.0
2007-08-23 09:15:00,128.510622,154.0,128.510622,143.1000025,13470315.0
2007-08-24 09:15:00,135.8053122,136.3,131.8,134.4250025,5792772.0
2007-08-27 09:15:00,135.1151574,137.0,132.8,134.7250025,3994201.0
2007-08-28 09:15:00,134.92008,134.92008,132.5,133.7375025,4078557.0
2007-08-29 09:15:00,134.3287912,134.89999,131.39999,133.4124975,3829732.0
2007-08-30 09:15:00,133.8706444,134.8,132.5,133.6749975,3981926.0
2007-08-31 09:15:00,133.772821,134.39999,132.75,133.5374975,442594.0
2007-09-03 09:15:00,133.6551592,134.8,132.5,133.8375,2132275.0
2007-09-04 09:15:00,133.7463296,137.5,133.60001,135.5250025,2757026.0
2007-09-05 09:15:00,134.635666,139.10001,134.635666,137.3875,3736359.0
2007-09-06 09:15:00,136.011583,141.5,136.011583,139.2999975,3623268.0
2007-09-07 09:15:00,137.6557902,142.45,137.6557902,140.5874975,2638321.0
2007-09-10 09:15:00,139.1216438,145.0,139.0,141.8375025,3261217.0
2007-09-11 09:15:00,140.4795732,146.64999,140.4795732,143.8125,2366885.0
2007-09-12 09:15:00,142.1460366,145.0,141.05,142.7999975,1766119.0
2007-09-13 09:15:00,142.473017,145.0,141.7,143.2375,1145398.0
2007-09-14 09:15:00,142.8552585,145.89999,141.8,144.3624975,2974460.0
2007-09-17 09:15:00,143.608878,146.95,143.608878,145.3875025,1250077.0
2007-09-18 09:15:00,144.4981902,146.95,144.4981902,145.8500025,1087779.0
2007-09-19 09:15:00,145.1740964,148.5,145.1740964,147.1875,4804272.0
2007-09-20 09:15:00,146.1807982,147.89999,145.0,146.6124925,2916779.0
2007-09-21 09:15:00,146.3966454,149.45,143.5,146.6125,9711968.0
2007-09-24 09:15:00,146.5045727,149.2,143.64999,147.2624975,2980283.0
2007-09-25 09:15:00,146.8835351,148.2,145.5,147.3125025,2268618.0
2007-09-26 09:15:00,147.0980188,148.95,146.5,147.5125025,2886006.0
2007-09-27 09:15:00,147.3052606,149.89999,143.0,146.1124975,4966748.0
2007-09-28 09:15:00,146.708879,146.89999,143.60001,144.8875,1886649.0
2007-10-01 09:15:00,145.7981895,148.89999,143.0,146.0999975,2126461.0
2007-10-03 09:15:00,145.9490935,149.89999,144.75,146.6624975,1877605.0
2007-10-04 09:15:00,146.3057955,149.5,140.3,144.4,2779517.0
2007-10-05 09:15:00,145.3528978,149.2,145.3528978,147.7124975,2571632.0
2007-10-08 09:15:00,146.5326976,148.0,142.60001,145.800005,1383163.0
2007-10-09 09:15:00,146.1663513,149.45,141.25,145.9125,1946693.0
2007-10-10 09:15:00,146.0394256,153.95,146.0394256,150.6375025,4724702.0
2007-10-11 09:15:00,148.338464,154.25,148.338464,152.4749975,3159031.0
2007-10-12 09:15:00,150.4067308,153.95,147.5,151.1999975,3854638.0
2007-10-15 09:15:00,150.8033642,152.8,148.25,151.25,2442099.0
2007-10-16 09:15:00,151.0266821,153.25,150.35001,152.1000025,3494029.0
2007-10-17 09:15:00,151.5633423,151.5633423,148.05,148.05,2512937.0
2007-10-18 09:15:00,149.8066712,150.10001,144.10001,147.3250075,3854412.0
2007-10-19 09:15:00,148.5658394,148.5658394,138.89999,141.875,4916087.0
2007-10-22 09:15:00,145.2204197,147.5,137.0,142.1624975,5331480.0
2007-10-23 09:15:00,143.6914586,149.39999,142.10001,145.375,2707358.0
2007-10-24 09:15:00,144.5332293,146.8,142.55,144.6,1037295.0
2007-10-25 09:15:00,144.5666146,147.0,142.10001,145.0125,3860241.0
2007-10-26 09:15:00,144.7895573,146.89999,143.0,145.312495,850185.0
2007-10-29 09:15:00,145.0510262,147.45,143.75,145.0750025,2602864.0
2007-10-30 09:15:00,145.0630144,146.8,138.39999,142.8875,1084563.0
2007-10-31 09:15:00,143.9752572,145.8,143.5,144.7625,686357.0
2007-11-01 09:15:00,144.3688786,145.89999,142.60001,144.1125,1750664.0
2007-11-02 09:15:00,144.2406893,145.0,141.0,143.5750025,1459233.0
2007-11-05 09:15:00,143.9078459,146.0,143.0,144.1624975,867698.0
2007-11-06 09:15:00,144.0351717,145.0,142.05,143.6375,928702.0
2007-11-07 09:15:00,143.8363358,149.25,143.0,145.325,1895564.0
2007-11-08 09:15:00,144.5806679,147.8,142.5,145.5875,883606.0
2007-11-09 09:15:00,145.084084,147.10001,144.60001,145.9500075,332539.0
2007-11-12 09:15:00,145.5170458,148.3,143.0,145.6000025,808884.0
2007-11-13 09:15:00,145.5585242,148.55,145.5585242,146.8625025,754957.0
2007-11-14 09:15:00,146.2105134,148.95,145.64999,147.499995,1918275.0
2007-11-15 09:15:00,146.8552542,147.89999,145.10001,146.65,1022194.0
2007-11-16 09:15:00,146.7526271,148.45,145.8,147.199995,2950585.0
2007-11-19 09:15:00,146.976311,148.8,146.2,147.25,1430722.0
2007-11-20 09:15:00,147.1131555,150.89999,147.1131555,148.887495,2276767.0
2007-11-21 09:15:00,148.0003252,148.95,145.60001,147.3,1882958.0
2007-11-22 09:15:00,147.6501626,149.0,146.75,147.6500025,1868809.0
2007-11-23 09:15:00,147.6500826,148.64999,147.3,147.9874975,368324.0
2007-11-26 09:15:00,147.81879,149.5,147.60001,148.3375025,1692078.0
2007-11-27 09:15:00,148.0781462,152.95,147.0,149.0375,8414739.0
2007-11-28 09:15:00,148.5578231,151.45,148.5578231,150.350005,1476077.0
2007-11-29 09:15:00,149.453914,152.0,149.453914,151.3500025,3336687.0
2007-11-30 09:15:00,150.4019582,152.64999,149.0,150.7124975,1667485.0
2007-12-03 09:15:00,150.5572278,152.89999,150.0,151.4874975,942970.0
2007-12-04 09:15:00,151.0223626,160.8,151.0223626,154.9625,3720473.0
2007-12-05 09:15:00,152.9924313,155.0,152.8,153.9750025,1500192.0
2007-12-06 09:15:00,153.4837169,158.0,152.60001,154.8625,1236174.0
2007-12-07 09:15:00,154.1731084,155.0,150.0,153.075,968801.0
2007-12-10 09:15:00,153.6240542,154.0,150.10001,151.6500025,414684.0
2007-12-11 09:15:00,152.6370284,154.0,149.89999,152.125,1005010.0
2007-12-12 09:15:00,152.3810142,152.3810142,148.25,150.3,772183.0
2007-12-13 09:15:00,151.3405071,151.3405071,144.5,147.9,1053683.0
2007-12-14 09:15:00,149.6202536,151.5,145.0,148.275,1201223.0
2007-12-17 09:15:00,148.9476268,151.45,145.0,148.175,1491850.0
2007-12-18 09:15:00,148.5613134,150.95,144.0,147.7500025,678636.0
2007-12-19 09:15:00,148.155658,148.155658,143.05,145.4625,1351941.0
2007-12-20 09:15:00,146.809079,146.809079,143.75,144.8624975,787361.0
2007-12-24 09:15:00,145.8357882,149.39999,144.10001,145.95,1230169.0
2007-12-26 09:15:00,145.8928941,146.5,144.35001,145.425005,453036.0
2007-12-27 09:15:00,145.6589496,148.3,145.0,146.2750025,1230592.0
2007-12-28 09:15:00,145.966976,149.89999,145.0,147.4874975,1036458.0
2007-12-31 09:15:00,146.7272368,150.89999,146.14999,148.524995,1424351.0
2008-01-01 09:15:00,147.6261159,149.0,146.5,147.6375,509796.0
2008-01-02 09:15:00,147.631808,149.0,144.55,147.5,928661.0
2008-01-03 09:15:00,147.565904,148.0,144.39999,146.3499975,1935607.0
2008-01-04 09:15:00,146.9579508,146.9579508,142.8,144.6125025,1612533.0
2008-01-07 09:15:00,145.7852266,145.7852266,141.2,142.9000025,1183489.0
2008-01-08 09:15:00,144.3426146,144.5,141.0,142.125,2091936.0
2008-01-09 09:15:00,143.2338073,143.2338073,137.10001,140.925,1172279.0
2008-01-10 09:15:00,142.0794036,145.0,140.10001,142.312505,942236.0
2008-01-11 09:15:00,142.1959543,142.1959543,137.05,139.4875025,1772295.0
2008-01-14 09:15:00,140.8417284,140.8417284,135.55,137.7875,2479035.0
2008-01-15 09:15:00,139.3146142,139.3146142,134.75,137.25,1639961.0
2008-01-16 09:15:00,138.2823071,138.64999,135.05,136.6124975,1618766.0
2008-01-17 09:15:00,137.4474023,137.4474023,130.10001,133.500005,1935824.0
2008-01-18 09:15:00,135.4737036,135.4737036,129.35001,130.9875,1404765.0
2008-01-21 09:15:00,133.2306018,133.2306018,109.0,125.575,1158171.0
2008-01-22 09:15:00,129.4028009,130.0,109.0,116.1,2506822.0
