Date,symbol,open,high,low,close,volume
2007-04-23 09:15:00,NSE:PHOENIXLTD,165.0,172.5,150.8,162.01,59320.0
2007-04-24 09:15:00,NSE:PHOENIXLTD,161.5,165.0,160.9,164.035,8380.0
2007-04-25 09:15:00,NSE:PHOENIXLTD,164.0,164.0,162.085,162.54,1340.0
2007-04-26 09:15:00,NSE:PHOENIXLTD,165.02,174.0,162.305,163.025,48170.0
2007-04-27 09:15:00,NSE:PHOENIXLTD,163.115,165.7,162.405,163.575,7600.0
2007-04-30 09:15:00,NSE:PHOENIXLTD,163.0,163.8,162.0,163.8,5130.0
2007-05-03 09:15:00,NSE:PHOENIXLTD,170.0,171.0,165.2,165.77,750.0
2007-05-04 09:15:00,NSE:PHOENIXLTD,169.5,172.5,168.105,168.815,2100.0
2007-05-07 09:15:00,NSE:PHOENIXLTD,169.7,172.5,167.8,172.36,55130.0
2007-05-08 09:15:00,NSE:PHOENIXLTD,174.7,185.0,174.595,182.885,13590.0
2007-05-09 09:15:00,NSE:PHOENIXLTD,183.0,187.4,177.5,178.285,0.0
2007-05-10 09:15:00,NSE:PHOENIXLTD,180.0,183.0,177.5,181.055,7290.0
2007-05-11 09:15:00,NSE:PHOENIXLTD,184.9,187.8,173.115,187.435,9870.0
2007-05-14 09:15:00,NSE:PHOENIXLTD,190.0,192.0,188.5,189.985,5670.0
2007-05-15 09:15:00,NSE:PHOENIXLTD,189.0,189.0,185.205,186.525,380.0
2007-05-16 09:15:00,NSE:PHOENIXLTD,189.995,195.0,179.505,191.565,9140.0
2007-05-17 09:15:00,NSE:PHOENIXLTD,190.0,192.99,189.0,189.27,2250.0
2007-05-18 09:15:00,NSE:PHOENIXLTD,189.0,190.0,186.0,186.33,990.0
2007-05-21 09:15:00,NSE:PHOENIXLTD,185.505,192.8,185.505,192.575,8090.0
2007-05-22 09:15:00,NSE:PHOENIXLTD,187.605,192.5,187.605,192.5,1880.0
2007-05-23 09:15:00,NSE:PHOENIXLTD,193.14,198.0,191.0,192.64,3000.0
2007-05-24 09:15:00,NSE:PHOENIXLTD,194.0,197.0,189.6,196.3,4720.0
2007-05-25 09:15:00,NSE:PHOENIXLTD,190.505,195.0,190.505,194.79,3100.0
2007-05-28 09:15:00,NSE:PHOENIXLTD,195.0,197.4,192.0,192.0,270.0
