Date,symbol,open,high,low,close,volume
2005-09-06 09:15:00,NSE:SHREECEM,469.0,469.0,455.0,459.79999,6183.0
2005-09-08 09:15:00,NSE:SHREECEM,460.0,494.85001,460.0,486.39999,35617.0
2005-09-09 09:15:00,NSE:SHREECEM,486.39999,486.39999,466.10001,479.39999,12777.0
2005-09-12 09:15:00,NSE:SHREECEM,490.0,495.0,480.0,490.39999,18857.0
2005-09-13 09:15:00,NSE:SHREECEM,490.0,495.0,483.10001,492.39999,12597.0
2005-09-14 09:15:00,NSE:SHREECEM,498.0,498.0,470.29999,477.10001,5155.0
2005-09-15 09:15:00,NSE:SHREECEM,490.0,510.0,479.20001,508.25,24527.0
2005-09-16 09:15:00,NSE:SHREECEM,512.0,513.0,455.54999,507.0,13668.0
2005-09-19 09:15:00,NSE:SHREECEM,495.0,507.5,490.0,493.60001,31431.0
2005-09-20 09:15:00,NSE:SHREECEM,470.5,500.0,470.0,499.79999,28891.0
2005-09-21 09:15:00,NSE:SHREECEM,498.64999,498.64999,401.70001,463.04999,14833.0
2005-09-22 09:15:00,NSE:SHREECEM,470.0,477.0,440.0,449.20001,17521.0
2005-09-23 09:15:00,NSE:SHREECEM,460.0,460.0,430.0,457.0,7496.0
2005-09-26 09:15:00,NSE:SHREECEM,463.10001,468.0,462.0,464.5,10758.0
2005-09-27 09:15:00,NSE:SHREECEM,470.0,475.0,455.04999,460.25,5581.0
2005-09-28 09:15:00,NSE:SHREECEM,462.0,464.5,461.0,461.95001,11090.0
2005-09-29 09:15:00,NSE:SHREECEM,465.89999,470.0,463.0,466.20001,29501.0
2005-09-30 09:15:00,NSE:SHREECEM,469.89999,472.89999,458.0,460.75,25740.0
2005-10-03 09:15:00,NSE:SHREECEM,461.0,473.89999,461.0,470.54999,5979.0
2005-10-04 09:15:00,NSE:SHREECEM,469.89999,485.0,467.0,481.75,5786.0
2005-10-05 09:15:00,NSE:SHREECEM,478.0,480.0,462.0,463.04999,7069.0
2005-10-06 09:15:00,NSE:SHREECEM,465.0,473.0,455.0,462.85001,28607.0
2005-10-07 09:15:00,NSE:SHREECEM,490.0,490.0,460.0,468.5,1551.0
2005-10-10 09:15:00,NSE:SHREECEM,470.0,470.0,460.0,461.10001,2184.0
2005-10-11 09:15:00,NSE:SHREECEM,461.10001,467.95001,455.29999,465.54999,3599.0
2005-10-13 09:15:00,NSE:SHREECEM,462.20001,462.5,455.0,457.79999,2509.0
2005-10-14 09:15:00,NSE:SHREECEM,461.0,467.5,441.0,455.85001,8034.0
2005-10-17 09:15:00,NSE:SHREECEM,420.0,454.85001,420.0,435.35001,7411.0
2005-10-18 09:15:00,NSE:SHREECEM,431.14999,438.89999,425.0,425.35001,2925.0
2005-10-19 09:15:00,NSE:SHREECEM,415.0,432.45001,412.0,414.39999,4535.0
2005-10-20 09:15:00,NSE:SHREECEM,415.10001,423.95001,408.0,411.25,103417.0
2005-10-21 09:15:00,NSE:SHREECEM,411.0,420.0,397.0,410.14999,53186.0
2005-10-24 09:15:00,NSE:SHREECEM,412.04999,464.70001,410.0,455.14999,23502.0
2005-10-25 09:15:00,NSE:SHREECEM,427.0,442.0,425.25,433.29999,3852.0
2005-10-26 09:15:00,NSE:SHREECEM,449.0,450.0,431.60001,439.25,3103.0
2005-10-27 09:15:00,NSE:SHREECEM,465.0,466.0,435.0,440.45001,10862.0
2005-10-28 09:15:00,NSE:SHREECEM,450.0,454.89999,427.10001,430.79999,11136.0
2005-10-31 09:15:00,NSE:SHREECEM,440.0,443.85001,433.04999,438.45001,1091.0
2005-11-01 09:15:00,NSE:SHREECEM,463.0,463.0,425.0,431.25,1111.0
2005-11-02 09:15:00,NSE:SHREECEM,437.89999,469.95001,430.04999,456.14999,6067.0
2005-11-07 09:15:00,NSE:SHREECEM,441.0,465.0,441.0,450.64999,5080.0
2005-11-08 09:15:00,NSE:SHREECEM,456.79999,468.0,450.0,455.95001,13082.0
2005-11-09 09:15:00,NSE:SHREECEM,460.0,460.0,440.0,442.10001,4979.0
2005-11-10 09:15:00,NSE:SHREECEM,448.0,448.0,437.0,444.25,9320.0
2005-11-11 09:15:00,NSE:SHREECEM,430.0,450.79999,430.0,450.0,3233.0
2005-11-14 09:15:00,NSE:SHREECEM,456.79999,456.79999,445.0,447.29999,4165.0
2005-11-16 09:15:00,NSE:SHREECEM,452.60001,452.60001,440.0,441.20001,5295.0
2005-11-17 09:15:00,NSE:SHREECEM,446.0,451.35001,443.5,448.35001,7911.0
2005-11-18 09:15:00,NSE:SHREECEM,445.0,459.79999,375.54999,451.10001,9178.0
2005-11-21 09:15:00,NSE:SHREECEM,460.5,460.89999,445.20001,451.79999,6171.0
2005-11-22 09:15:00,NSE:SHREECEM,454.0,454.0,441.0,443.79999,10899.0
2005-11-23 09:15:00,NSE:SHREECEM,450.0,457.0,449.95001,452.54999,3209.0
2005-11-24 09:15:00,NSE:SHREECEM,455.0,461.0,449.0,459.10001,8443.0
2005-11-25 09:15:00,NSE:SHREECEM,460.75,466.0,455.0,463.89999,3987.0
2005-11-28 09:15:00,NSE:SHREECEM,472.0,482.0,465.29999,478.95001,9832.0
2005-11-29 09:15:00,NSE:SHREECEM,470.0,515.0,462.04999,499.79999,38064.0
2005-11-30 09:15:00,NSE:SHREECEM,500.0,520.0,500.0,504.70001,35582.0
2005-12-01 09:15:00,NSE:SHREECEM,539.79999,539.79999,507.04999,515.79999,56334.0
2005-12-02 09:15:00,NSE:SHREECEM,520.0,525.0,518.0,523.40002,70560.0
2005-12-05 09:15:00,NSE:SHREECEM,500.10001,528.0,500.10001,515.75,16125.0
2005-12-06 09:15:00,NSE:SHREECEM,520.0,522.95001,505.0,507.14999,8858.0
2005-12-07 09:15:00,NSE:SHREECEM,499.89999,515.0,499.89999,511.45001,8010.0
2005-12-08 09:15:00,NSE:SHREECEM,515.0,515.0,510.04999,514.54999,8003.0
2005-12-09 09:15:00,NSE:SHREECEM,515.0,518.0,509.04999,510.14999,9111.0
2005-12-12 09:15:00,NSE:SHREECEM,521.0,521.0,504.0,506.70001,8043.0
2005-12-13 09:15:00,NSE:SHREECEM,508.0,515.75,506.0,513.15002,11622.0
2005-12-14 09:15:00,NSE:SHREECEM,513.54999,516.0,500.0,504.85001,20403.0
2005-12-15 09:15:00,NSE:SHREECEM,501.0,509.5,494.0,496.79999,13103.0
2005-12-16 09:15:00,NSE:SHREECEM,492.5,505.0,492.5,496.20001,11570.0
2005-12-19 09:15:00,NSE:SHREECEM,495.0,514.0,495.0,505.85001,4142.0
2005-12-20 09:15:00,NSE:SHREECEM,507.0,508.0,486.04999,500.29999,42445.0
2005-12-21 09:15:00,NSE:SHREECEM,504.70001,506.89999,493.20001,497.54999,9403.0
2005-12-22 09:15:00,NSE:SHREECEM,502.95001,502.95001,485.0,487.25,9307.0
2005-12-23 09:15:00,NSE:SHREECEM,495.95001,496.0,485.0,487.39999,7927.0
2005-12-26 09:15:00,NSE:SHREECEM,485.0,485.0,480.10001,482.10001,2755.0
2005-12-27 09:15:00,NSE:SHREECEM,488.0,490.04999,477.0,478.79999,12956.0
2005-12-28 09:15:00,NSE:SHREECEM,482.0,488.0,479.5,486.10001,5666.0
2005-12-29 09:15:00,NSE:SHREECEM,487.0,496.79999,481.0,484.35001,3554.0
2005-12-30 09:15:00,NSE:SHREECEM,493.95001,493.95001,482.14999,485.75,1247.0
2006-01-02 09:15:00,NSE:SHREECEM,494.0,494.0,486.54999,489.89999,4888.0
2006-01-03 09:15:00,NSE:SHREECEM,494.0,494.0,485.0,488.70001,29761.0
2006-01-04 09:15:00,NSE:SHREECEM,499.39999,502.79999,481.10001,489.79999,43897.0
2006-01-05 09:15:00,NSE:SHREECEM,494.75,496.79999,484.0,488.39999,8726.0
2006-01-06 09:15:00,NSE:SHREECEM,489.75,499.0,487.0,496.45001,22683.0
2006-01-09 09:15:00,NSE:SHREECEM,498.95001,510.0,495.0,504.60001,17872.0
2006-01-10 09:15:00,NSE:SHREECEM,500.10001,515.0,500.10001,512.34998,15685.0
2006-01-12 09:15:00,NSE:SHREECEM,512.0,526.0,510.0,524.15002,20977.0
2006-01-13 09:15:00,NSE:SHREECEM,530.0,535.90002,521.0,533.0,23768.0
2006-01-16 09:15:00,NSE:SHREECEM,555.0,555.0,536.0,544.25,21709.0
2006-01-17 09:15:00,NSE:SHREECEM,550.0,554.09998,535.0,539.34998,50641.0
2006-01-18 09:15:00,NSE:SHREECEM,535.0,548.0,530.09998,542.79999,10018.0
2006-01-19 09:15:00,NSE:SHREECEM,541.54999,555.0,541.54999,553.29999,17477.0
2006-01-20 09:15:00,NSE:SHREECEM,558.0,571.0,551.0,569.0,20528.0
2006-01-23 09:15:00,NSE:SHREECEM,569.90002,574.40002,555.0,561.5,5528.0
2006-01-24 09:15:00,NSE:SHREECEM,573.0,577.0,555.5,575.84998,12813.0
2006-01-25 09:15:00,NSE:SHREECEM,580.0,595.0,580.0,591.65002,26126.0
2006-01-27 09:15:00,NSE:SHREECEM,593.25,593.45001,580.0,585.34998,10222.0
2006-01-30 09:15:00,NSE:SHREECEM,589.0,590.0,569.5,570.5,12830.0
2006-01-31 09:15:00,NSE:SHREECEM,578.90002,578.90002,556.09998,561.79999,16665.0
2006-02-01 09:15:00,NSE:SHREECEM,560.0,569.75,536.25,542.20001,7955.0
2006-02-02 09:15:00,NSE:SHREECEM,560.0,563.90002,528.65002,541.09998,84141.0
2006-02-03 09:15:00,NSE:SHREECEM,547.90002,550.0,531.09998,548.20001,4778.0
2006-02-06 09:15:00,NSE:SHREECEM,580.0,580.0,543.59998,546.95001,15003.0
2006-02-07 09:15:00,NSE:SHREECEM,553.0,563.90002,546.15002,548.65002,43607.0
2006-02-08 09:15:00,NSE:SHREECEM,546.0,561.5,545.0,558.5,17160.0
2006-02-10 09:15:00,NSE:SHREECEM,550.0,568.0,550.0,567.25,9312.0
2006-02-13 09:15:00,NSE:SHREECEM,569.95001,593.90002,564.70001,586.59998,21531.0
2006-02-14 09:15:00,NSE:SHREECEM,594.90002,619.40002,575.04999,583.95001,7026.0
2006-02-15 09:15:00,NSE:SHREECEM,587.0,590.04999,565.09998,567.70001,8470.0
2006-02-16 09:15:00,NSE:SHREECEM,571.0,595.0,563.04999,583.45001,232120.0
2006-02-17 09:15:00,NSE:SHREECEM,595.0,620.0,585.0,602.29999,47271.0
2006-02-20 09:15:00,NSE:SHREECEM,600.34998,608.70001,585.25,589.04999,16457.0
2006-02-21 09:15:00,NSE:SHREECEM,599.0,604.90002,589.20001,599.0,9898.0
2006-02-22 09:15:00,NSE:SHREECEM,610.0,655.95001,610.0,645.90002,105354.0
2006-02-23 09:15:00,NSE:SHREECEM,660.0,679.0,655.20001,659.45001,70500.0
2006-02-24 09:15:00,NSE:SHREECEM,667.0,680.0,650.20001,655.45001,44789.0
2006-02-27 09:15:00,NSE:SHREECEM,665.0,682.0,651.0,669.59998,87324.0
